id,name,city,latitude,longitude,totalBeds,erBeds,phone,website,specialties,data_status,notes
mh-14929,Dr Thakur Hospital,mumbai,19.0235976,72.8378125,120,14,9306455034,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-14931,Dr.Patkars Surgical Nursing Home,mumbai,19.0235976,72.8378125,30,1,8396561720,,"General Surgery, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-14932,Dr.Vaze Hospital,mumbai,19.0241157,72.8365432,120,2,9059959144,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-14933,Nerkar Surgical Clinic,mumbai,19.0163387,72.8401024,20,1,7928289225,,"General Surgery, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-14935,Shree Vardhaman Sthanakvasi Jain Shravak Sangh Dadar Sanchalit Navneet Jain Health Centre,mumbai,19.0207984,72.8384577,60,3,7894872223,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-14936,Shreedhar Hospital,mumbai,19.021324,72.8424178,120,8,9722505917,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-14937,Shri Siddhivinayak Nursing Home,mumbai,19.021324,72.8424178,30,3,8790836570,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-14938,Shushrusha Citizens` Co-Op Hospital Ltd.,mumbai,19.0213255,72.8397884,120,12,8338027559,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-14940,Urology and Infertility Clinic Dadar,mumbai,19.0241157,72.8365432,20,1,9336191089,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-14941,Vijeet Stone Center,mumbai,19.0241157,72.8365432,60,4,7808245499,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-14942,Well Spring Dr Avinash Phadke Pathlab Clinic,mumbai,19.0242735,72.8379211,20,1,8705116744,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-14943,Ishanni Urology Center,mumbai,19.0759837,72.8776559,60,2,9815628964,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-14946,Worli Hospital For Women,mumbai,19.0759837,72.8776559,120,2,9321388357,,Gynecology,estimated,Estimated/inferred where public source was unavailable
mh-14948,Rotunda Nursing Home,mumbai,19.0151285,72.8580644,30,3,8170524572,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-14949,Shobha Maternity and Surgical Home,mumbai,18.9655331,72.8165727,40,1,7607240964,,"General Surgery, Gynecology",estimated,Estimated/inferred where public source was unavailable
mh-14950,Aryan Hospital and Icu,mumbai,19.0097727,72.9017603,120,12,9775723045,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-14951,Dr Redkars Maternity and Nursing Home,mumbai,19.1822352,72.9468948,30,2,9644362196,,"Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-14954,Janakee Nursing Home,mumbai,19.0759837,72.8776559,30,2,8551540567,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-14955,Nova Medical Centers Pvt Ltd,mumbai,18.9681499,72.8122442,60,4,7220060686,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-14956,Shetty Nursing Home (Shetty Health Services Pvt. Ltd.),mumbai,18.9746477,72.8128577,30,3,7870638713,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-14957,Shetty Nurshing Home,mumbai,18.9746477,72.8128577,60,5,7660451700,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-14959,Dr Gupta Clinic And Day Carecentre,mumbai,19.0743137,72.8278871,20,2,9508368842,,"ENT, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-14960,Genesis Speciality Center (Health-Check Up,mumbai,19.0088678,72.8573828,60,4,8693386487,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-14961,Jyoti Nursing Home,mumbai,19.0283439,72.869804,30,2,8646681670,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-14962,Micro Care Diagnostic Centre,mumbai,19.0151285,72.8580644,60,3,9412656858,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-14964,Amey Eye Care Centre,mumbai,19.0759837,72.8776559,8,1,8310761845,,"Ophthalmology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-14965,Aniket Nuring Home,mumbai,19.1316889,72.9351934,60,3,9568850462,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-14966,Ankur Maternity and Surgical Nursing Home,mumbai,19.1308769,72.9359605,30,3,7517157921,,"General Surgery, Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-14967,Shaily Nursing Home,mumbai,19.1375536,72.9350174,30,1,7865203867,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-14968,Bombay City Hospital,mumbai,19.0493908,72.9145327,120,7,8416913514,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-14969,Dr. Tidke Hospital,mumbai,19.051694,72.930923,120,8,9293417229,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-14970,Ekta Nursing Home and Polyclinic,mumbai,19.0520628,72.9272317,20,1,8122383961,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-14973,Omkar Nursing Home,mumbai,19.051694,72.930923,30,1,7250040219,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-14974,Royal Nursing Home,mumbai,19.0489198,72.9143346,30,1,8889974161,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-14976,Shree Mahaveer Nursing Home - Govandi-Mumbai,mumbai,19.0511,72.9205,30,3,9722499854,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-14977,Vikas Nursing Home,mumbai,19.055124,72.9154653,30,3,8425698915,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-14980,Center For Cataract Surgery - Mumbai,mumbai,19.110608,72.832553,60,3,9971238865,,"General Surgery, ENT",estimated,Estimated/inferred where public source was unavailable
mh-14984,Dr.Daftarys Total Care Clinic,mumbai,19.1080574,72.8290035,20,1,8299492157,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-14985,Juhu Clinical Laboratory,mumbai,19.1067104,72.829273,20,1,9144056465,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-14986,Laser Institute Of Laser Medicine,mumbai,19.1102949,72.8409693,60,2,8951630100,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-14987,Oculus Eye Hospital Pvt. Ltd,mumbai,19.1102949,72.8409693,8,1,7840912145,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-14988,Pushpa Hospital,mumbai,19.1483497,72.8404703,120,11,8243683328,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-14989,Sheth Kantilal C. Parikh General Hospital,mumbai,19.1086051,72.8267176,120,9,7187563360,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-14990,Shree Hi- Tech Clinic Pvt. Ltd. /Laserx,mumbai,19.1141161,72.8393625,20,2,9046631803,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-14992,Sujay Hospital,mumbai,19.1160222,72.8313139,120,9,8437320333,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-14993,The Vission Eye Centre,mumbai,19.110608,72.832553,8,1,7435420842,,"Ophthalmology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-14994,Bandra Pathology Laboratory,mumbai,19.0616128,72.83184,60,7,9362040402,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-14995,Ceds The Cneter Of Eye Dianostics And Surgery,mumbai,19.0606917,72.8362497,8,1,8747227802,,"Ophthalmology, General Surgery",estimated,Estimated/inferred where public source was unavailable
mh-14996,Devi Maternity and Surgical,mumbai,19.0622209,72.8357525,40,3,8481669936,,"General Surgery, Gynecology",estimated,Estimated/inferred where public source was unavailable
mh-14997,Dr A K Chandiramani Hospital,mumbai,19.0636199,72.8351453,120,3,9582593837,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-14998,Dr Jains Dental Speciality Centre,mumbai,19.0557586,72.8319193,10,1,8381181216,,"ENT, Dentistry",estimated,Estimated/inferred where public source was unavailable
mh-14999,Dr Mukul Dabholkar Bandra,mumbai,19.0606917,72.8362497,60,4,9416707183,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15000,Dr. Pattnaiks Nursing Home,mumbai,19.0606917,72.8362497,30,2,9721745687,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15001,Dr. R. N. Shetty's Nursing Home,mumbai,19.0606917,72.8362497,30,2,8451977352,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15002,Dr.Mira Raisinghaney Maternity and Surgical Nursing,mumbai,19.0606917,72.8362497,30,2,8055634020,,"General Surgery, Gynecology",estimated,Estimated/inferred where public source was unavailable
mh-15003,Empire Centre,mumbai,19.0606917,72.8362497,60,4,9774761085,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15004,Holy Family Hospital,mumbai,19.0799499,72.8367149,120,8,8348923310,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15005,Kiddie Ville Clinic,mumbai,19.0606917,72.8362497,20,1,8114357415,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15006,Lilavati Hospital And Research Centre,mumbai,19.0606917,72.8362497,323,77,7579761211,https://www.lilavatihospital.com,"Multi-specialty, Cardiology, Neurology, Oncology, Orthopedics, Emergency Medicine, Critical Care",verified,Verified from public source
mh-15007,Mahatma Gandhi Seva Mandir,mumbai,19.057173,72.8393225,60,5,8848173154,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15008,Mumbai Cancer Clinic,mumbai,19.0606917,72.8362497,20,1,8527380026,,"Oncology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15009,Neisa Laser Centre,mumbai,19.0606917,72.8362497,60,6,9420208880,,"Ophthalmology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15010,Nm Medical Center,mumbai,19.0606917,72.8362497,60,5,7773543165,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15011,Ojas Laser Eye Surgery Centre,mumbai,19.0606917,72.8362497,8,1,7929658179,,"Ophthalmology, General Surgery, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15012,Parekh Eye Hospital,mumbai,19.0606917,72.8362497,8,1,8011767365,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-15013,Revival Polyclinic,mumbai,19.0606917,72.8362497,20,2,8285665569,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15014,Satya Shiva Medicals Pvt. Ltd.,mumbai,19.0674662,72.828512,60,5,9343311197,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15015,Shroff Eye Hospital,mumbai,19.0607435,72.8369031,8,1,8388863695,,Ophthalmology,estimated,Estimated/inferred where public source was unavailable
mh-15016,Shruti Nursing Home,mumbai,19.0606917,72.8362497,30,1,7079606328,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15017,Sushama Patkar Maternity ( and Surgical) Home - Bandra,mumbai,19.0536244,72.8245123,40,1,7558117518,,"General Surgery, Gynecology",estimated,Estimated/inferred where public source was unavailable
mh-15018,The Cosmetic Surgery Institute,mumbai,19.0593278,72.8351498,60,5,8639592566,,General Surgery,estimated,Estimated/inferred where public source was unavailable
mh-15019,Vision 2000 Laser Surgery Centre,mumbai,19.0525804,72.8242037,60,6,7329230757,,"Ophthalmology, General Surgery, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15020,West Lake Speciality Clinic,mumbai,19.0563119,72.8386593,20,1,7343981939,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15021,Fortis Hospitals Limited,mumbai,19.1605587,72.9469214,120,14,7376264627,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15022,Laxmi Surgical Clinic,mumbai,19.060533,72.8493479,20,2,7605935409,,"General Surgery, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15023,Nandini Eye Care Centre,mumbai,19.0608089,72.8454864,8,1,9678536421,,"Ophthalmology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15024,Palvi Maternity and Mother Care Centre - Bandra Mumbai,mumbai,19.0574076,72.8447654,60,2,8466208403,,"Gynecology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15026,Tejas Eye Clinic,mumbai,19.0585316,72.8478554,8,1,7147948243,,"Ophthalmology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15027,Tushar Maternity and Surgical Nursing Home,mumbai,19.1551485,72.8678551,30,3,8520731027,,"General Surgery, Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
mh-15029,Chrysalizz,mumbai,19.0716903,72.8341267,60,1,8380567319,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15031,G.M.Medical Centre - Khar,mumbai,19.0703631,72.8369507,60,6,7549056861,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15032,Gopi Nursing Home,mumbai,19.0716903,72.8341267,30,3,7200762032,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15034,I Sight Eyecare And Surgery,mumbai,19.0176169,72.8561288,8,1,8128245201,,"Ophthalmology, General Surgery",estimated,Estimated/inferred where public source was unavailable
mh-15035,Khar Clinico-Pathological Laboratory,mumbai,19.074515,72.834424,20,1,8961655949,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15036,Kumar Clinic,mumbai,19.0716903,72.8341267,20,1,8207292206,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15037,Mahavir Medical Research Center,mumbai,19.0741473,72.8325682,60,1,7299638265,,ENT,estimated,Estimated/inferred where public source was unavailable
mh-15040,Ramakrishna Mission Hospital,mumbai,19.0715992,72.8348232,120,7,9009335030,,Multi-specialty,estimated,Estimated/inferred where public source was unavailable
mh-15042,Tulip Womens Healthcare Centre - Khar (W),mumbai,19.0689055,72.8320899,60,3,8360581184,,"Gynecology, ENT",estimated,Estimated/inferred where public source was unavailable
mh-15043,Vardan Nursing Home Pvt.Ltd.,mumbai,19.1551485,72.8678551,30,2,8300675447,,General Medicine,estimated,Estimated/inferred where public source was unavailable
mh-15046,Ameya Maternity and Nursing Home,mumbai,19.1363246,72.82766,30,2,7402986165,,"Gynecology, General Medicine",estimated,Estimated/inferred where public source was unavailable
